company_name,report_year,report_value,role_type,pct_of_role_type,source
Google,2018,asian,all_roles,38.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,black,all_roles,3.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,hispanic,all_roles,5.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,white,all_roles,56.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,asian,leadership,27.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,black,leadership,2.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,hispanic,leadership,2.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,white,leadership,68.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,asian,non_technical,25.0%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,black,non_technical,5.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,hispanic,non_technical,8.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,white,non_technical,64.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,asian,technical,42.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,black,technical,1.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,hispanic,technical,4.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2018,white,technical,53.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,asian,all_roles,39.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,black,all_roles,3.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,hispanic,all_roles,5.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,white,all_roles,54.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,asian,leadership,28.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,black,leadership,2.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,hispanic,leadership,3.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,white,leadership,66.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,asian,non_technical,25.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,black,non_technical,6.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,hispanic,non_technical,8.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,white,non_technical,63.3%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,asian,technical,45.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,black,technical,2.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,hispanic,technical,4.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2019,white,technical,51.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,asian,all_roles,41.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,black,all_roles,3.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,hispanic,all_roles,5.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,white,all_roles,51.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,asian,leadership,29.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,black,leadership,2.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,hispanic,leadership,3.7%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,white,leadership,65.9%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,asian,non_technical,26.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,black,non_technical,7.2%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,hispanic,non_technical,9.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,white,non_technical,61.5%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,asian,technical,47.6%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,black,technical,2.4%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,hispanic,technical,4.8%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Google,2020,white,technical,48.1%,https://kstatic.googleusercontent.com/files/25badfc6b6d1b33f3b87372ff7545d79261520d821e6ee9a82c4ab2de42a01216be2156bc5a60ae3337ffe7176d90b8b2b3000891ac6e516a650ecebf0e3f866
Lyft,2019,asian,all_roles,26.3%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,black,all_roles,9.0%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,hispanic,all_roles,9.6%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,white,all_roles,49.9%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,asian,leadership,22.1%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,black,leadership,4.8%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,hispanic,leadership,2.7%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,white,leadership,69.0%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,asian,technical,47.0%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,black,technical,2.6%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,hispanic,technical,5.2%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2019,white,technical,41.8%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,asian,all_roles,30.2%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,black,all_roles,7.6%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,hispanic,all_roles,9.6%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,white,all_roles,47.3%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,asian,leadership,20.2%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,black,leadership,5.4%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,hispanic,leadership,3.7%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,white,leadership,66.0%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,asian,technical,49.6%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,black,technical,2.1%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,hispanic,technical,5.5%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Lyft,2020,white,technical,38.8%,https://assets.ctfassets.net/q8mvene1wzq4/2uZXTbWM98UL3KXJDfXsT5/54190edef9d185bb7fffa14eeb71a633/Lyft_Inclusion_Diversity_and_Racial_Equity_2020_Report.pdf
Microsoft,2016,asian,all_roles,30.10%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,black,all_roles,3.60%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,hispanic,all_roles,5.50%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,white,all_roles,58.40%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,asian,leadership,20.5%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,black,leadership,2.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,hispanic,leadership,3.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,white,leadership,72.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,asian,non_technical,15.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,black,non_technical,6.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,hispanic,non_technical,8.7%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,white,non_technical,66.8%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,asian,technical,36.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,black,technical,2.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,hispanic,technical,4.0%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2016,white,technical,54.5%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,asian,all_roles,31.0%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,black,all_roles,3.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,hispanic,all_roles,5.8%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,white,all_roles,56.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,asian,leadership,22.0%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,black,leadership,2.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,hispanic,leadership,3.7%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,white,leadership,70.5%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,asian,non_technical,15.7%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,black,non_technical,6.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,hispanic,non_technical,9.3%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,white,non_technical,65.3%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,asian,technical,37.7%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,black,technical,2.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,hispanic,technical,4.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2017,white,technical,53.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,asian,all_roles,31.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,black,all_roles,4.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,hispanic,all_roles,6.0%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,white,all_roles,55.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,asian,leadership,23.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,black,leadership,2.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,hispanic,leadership,3.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,white,leadership,69.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,asian,non_technical,15.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,black,non_technical,7.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,hispanic,non_technical,9.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,white,non_technical,64.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,asian,technical,39.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,black,technical,2.8%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,hispanic,technical,4.5%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2018,white,technical,50.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,asian,all_roles,33.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,black,all_roles,4.5%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,hispanic,all_roles,6.3%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,white,all_roles,53.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,asian,leadership,23.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,black,leadership,2.7%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,hispanic,leadership,4.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,white,leadership,67.3%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,asian,non_technical,16.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,black,non_technical,7.5%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,hispanic,non_technical,9.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,white,non_technical,63.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,asian,technical,40.1%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,black,technical,3.3%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,hispanic,technical,4.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2019,white,technical,49.0%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,asian,all_roles,34.7%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,black,all_roles,4.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,hispanic,all_roles,6.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,white,all_roles,50.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,asian,leadership,25.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,black,leadership,2.9%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,hispanic,leadership,4.4%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,white,leadership,65.2%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,asian,non_technical,16.50%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,black,non_technical,8.10%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,hispanic,non_technical,9.90%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,white,non_technical,61.80%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,asian,technical,41.8%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,black,technical,3.6%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,hispanic,technical,5.3%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Microsoft,2020,white,technical,45.8%,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4H2f8
Netflix,2016,asian,all_roles,24.0%,https://s22.q4cdn.com/959853165/files/doc_downloads/eeo-1_reports/2016-Netflix-EEO-1-Consolidated.png
Netflix,2016,black,all_roles,5.0%,https://s22.q4cdn.com/959853165/files/doc_downloads/eeo-1_reports/2016-Netflix-EEO-1-Consolidated.png
Netflix,2016,hispanic,all_roles,9.0%,https://s22.q4cdn.com/959853165/files/doc_downloads/eeo-1_reports/2016-Netflix-EEO-1-Consolidated.png
Netflix,2016,white,all_roles,58.0%,https://s22.q4cdn.com/959853165/files/doc_downloads/eeo-1_reports/2016-Netflix-EEO-1-Consolidated.png
